id,username,text,keywords,date,location
1189544648873824257,marina_catucci,"Questa è crudele: hanno mischiato, per paragonarli, il discorso di Obama che annuncia la morte di Bin Laden, e quello di Trump per al-Baghdadi. 
Non vi dico niente, giudicate voi https://t.co/aNqkuFzZxS",['trump'],2019-10-30 14:08:39,new york
1189488840672722946,mcaterinafeole,"@VKindq Certo questo sospetto viene. Non dimentichiamo che lo zio di Trump (che peraltro ha una somiglianza impressionante con Assange o, meglio, Assange sembra il suo clone) ebbe modo di visionare le scoperte di Tesla, chissà che ha trovato...🤔",['trump'],2019-10-30 10:26:53,Roma
1189642638707888128,ricmaggiolo,"@Nonha_stata @AlvisiConci Nope.  Dice ""Prima gli italiani"" ma fa apertamente campagna per Putin e tifa Trump. Dice ""no euro"" in piazza e a Il Foglio dice che è irreversibile. Etc.

Poi, chiaro, ha dei temi che sono più suoi, ma ripeto che non è questo il pezzo centrale del suo successo.",['trump'],2019-10-30 20:38:02,Vicenza
1189676805453754368,zuhura05,@GiuseppeConteIT Attendiamo fiduciosi la manovra di Trump😜,['trump'],2019-10-30 22:53:48,
1189637786787172352,TJ_Wiggles,@VicBergerIV @realDonaldTrump All Bugatti,['trump'],2019-10-30 20:18:45,"California, USA"
1189336895131664390,williamlabbe,@realDonaldTrump Illegitimate,['trump'],2019-10-30 00:23:07,United States
1189476563047325696,radioitaliacina,"Huawei nell'era del ban: sempre più leader in Cina a discapito della concorrenza
https://t.co/eaPje8zUW5 @HDblog #huawei #cina #usa #trump #ban #tecnologia #aziende #hitech",['trump'],2019-10-30 09:38:06,"Prato, Toscana"
1189586653477818369,Mariari30057064,"@flayawa Tipo Trump,Putin o andiamo sul classico, Hitler, Mussolini, Stalin ... 
Se poi andiamo indietro,la lista è lunga,lunga,lunga...",['trump'],2019-10-30 16:55:34,
1189554524790362112,Maria_Piera,"@giuseppemelli1 @OGiannino Ti ricordo, se ti fosse sfuggito, che BoJo voleva il No-Deal e si era già accordato con Trump per un asse USA-UK. Poi, chissà come mai, é dovuto scendere a più miti consigli. ☺",['trump'],2019-10-30 14:47:54,"Rome, Italy"
1189448334626426880,minomazz,"Altro testimone su #impeachment, si è presentato in divisa all’audizione. Mossa furba (ha detto cose che danneggiano Trump) https://t.co/qbsMvWgSFZ",['trump'],2019-10-30 07:45:56,
1189426795654926336,FilippoDuo,Le cose che Trump non doveva dire sull’operazione contro Baghdadi https://t.co/pfY1ymUs21 via @ilpost,['trump'],2019-10-30 06:20:21,
1189508585996390401,jeanontwitt,"Trump ha deciso di spostare le sue truppe dalla Siria in Iraq. Così non gliene frega un accidente se in quel Paese preferito le manifestazioni (che in altri Stati lui chiama democratiche, legittime e dovute) vengono represse, con vittime a volontà. Prima gli interessi, poi ...",['trump'],2019-10-30 11:45:21,
1189404118076538885,CarlDWhite,"@SteveScalise @realDonaldTrump Siediti e stai zitto, manichino",['trump'],2019-10-30 04:50:14,"New York, NY"
1189461138536390657,enrigoletto,"@Lormarrucci Trump è questo, ma la cosa tragica è che se parla così è perché gli hanno assicurato che il suo elettorato questo livello di comunicativa comprende...",['trump'],2019-10-30 08:36:49,"Torino, Piemonte"
